Kernel,nu,Parameters,AUC-ROC
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.5}",0.9555555555555556
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': -0.5}",0.9585964912280702
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.0}",0.9585964912280702
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.5}",0.9585964912280702
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': -0.5}",0.9604678362573099
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.0}",0.9604678362573099
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.5}",0.9604678362573099
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': -0.5}",0.9571929824561404
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.0}",0.9571929824561404
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.5}",0.9571929824561404
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': -0.5}",0.9583625730994152
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.0}",0.9583625730994152
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.5}",0.9583625730994152
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': -0.5}",0.96
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.0}",0.96
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.5}",0.96
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': -0.5}",0.9611695906432749
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.0}",0.9611695906432749
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.5}",0.9611695906432749
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': -1.0, 'mu': -0.5}",0.959766081871345
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.0}",0.959766081871345
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.5}",0.959766081871345
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 0.0, 'mu': -0.5}",0.9592982456140351
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.0}",0.9592982456140351
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.5}",0.9592982456140351
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 1.0, 'mu': -0.5}",0.9649122807017544
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.0}",0.9649122807017544
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.5}",0.9649122807017544
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 2.0, 'mu': -0.5}",0.9670175438596491
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.0}",0.9670175438596491
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.5}",0.9670175438596491
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': -1.0, 'mu': -0.5}",0.9642105263157895
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.0}",0.9642105263157895
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.5}",0.9642105263157895
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 0.0, 'mu': -0.5}",0.9674853801169591
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.0}",0.9674853801169591
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.5}",0.9674853801169591
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 1.0, 'mu': -0.5}",0.9660818713450292
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.0}",0.9660818713450292
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.5}",0.9660818713450292
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 2.0, 'mu': -0.5}",0.9702923976608188
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.0}",0.9702923976608188
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.5}",0.9702923976608188
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': -1.0, 'mu': -0.5}",0.9674853801169591
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.0}",0.9674853801169591
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.5}",0.9674853801169591
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 0.0, 'mu': -0.5}",0.9672514619883041
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.0}",0.9672514619883041
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.5}",0.9672514619883041
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 1.0, 'mu': -0.5}",0.9709941520467836
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.0}",0.9709941520467836
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.5}",0.9709941520467836
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 2.0, 'mu': -0.5}",0.976842105263158
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.0}",0.976842105263158
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.5}",0.976842105263158
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': -0.5}",0.9658479532163743
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.0}",0.9658479532163743
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.5}",0.9658479532163743
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': -0.5}",0.9623391812865497
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.0}",0.9623391812865497
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.5}",0.9623391812865497
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': -0.5}",0.9707602339181287
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.0}",0.9707602339181287
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.5}",0.9707602339181287
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': -0.5}",0.9700584795321637
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.0}",0.9700584795321637
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.5}",0.9700584795321637
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': -0.5}",0.9663157894736842
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.0}",0.9663157894736842
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.5}",0.9663157894736842
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': -0.5}",0.9569590643274853
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.0}",0.9569590643274853
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.5}",0.9569590643274853
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': -0.5}",0.9829239766081872
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.0}",0.9829239766081872
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.5}",0.9829239766081872
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': -0.5}",0.9389473684210526
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.0}",0.9389473684210526
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.5}",0.9389473684210526
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': -0.5}",0.9817543859649123
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.0}",0.9817543859649123
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.5}",0.9817543859649123
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': -0.5}",0.9805847953216374
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.0}",0.9805847953216374
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.5}",0.9805847953216374
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': -0.5}",0.9494736842105264
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.0}",0.9494736842105264
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.5}",0.9494736842105264
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': -0.5}",0.9073684210526316
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.0}",0.9073684210526316
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.5}",0.9073684210526316
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': -0.5}",0.9553216374269006
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.0}",0.9553216374269006
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.5}",0.9553216374269006
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': -0.5}",0.9553216374269006
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.0}",0.9553216374269006
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.5}",0.9553216374269006
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': -0.5}",0.9543859649122807
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.0}",0.9543859649122807
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.5}",0.9543859649122807
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': -0.5}",0.9569590643274853
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.0}",0.9569590643274853
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.5}",0.9569590643274853
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': -0.5}",0.9550877192982457
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.0}",0.9550877192982457
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.5}",0.9550877192982457
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': -0.5}",0.9536842105263158
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.0}",0.9536842105263158
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.5}",0.9536842105263158
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': -0.5}",0.9564912280701755
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.0}",0.9564912280701755
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.5}",0.9564912280701755
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': -0.5}",0.9581286549707603
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.0}",0.9581286549707603
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.5}",0.9581286549707603
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': -0.5}",0.9564912280701755
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.0}",0.9564912280701755
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.5}",0.9564912280701755
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': -0.5}",0.9576608187134503
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.0}",0.9576608187134503
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.5}",0.9576608187134503
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': -0.5}",0.9585964912280702
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.0}",0.9585964912280702
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.5}",0.9585964912280702
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': -0.5}",0.959766081871345
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.0}",0.959766081871345
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.5}",0.959766081871345
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 0.5, 'lambda': -1.0, 'mu': -0.5}",0.960233918128655
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.0}",0.960233918128655
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.5}",0.960233918128655
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 0.5, 'lambda': 0.0, 'mu': -0.5}",0.959766081871345
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.0}",0.959766081871345
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.5}",0.959766081871345
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 0.5, 'lambda': 1.0, 'mu': -0.5}",0.9630409356725146
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.0}",0.9630409356725146
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.5}",0.9630409356725146
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 0.5, 'lambda': 2.0, 'mu': -0.5}",0.9660818713450292
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.0}",0.9660818713450292
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.5}",0.9660818713450292
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 1.0, 'lambda': -1.0, 'mu': -0.5}",0.9635087719298245
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.0}",0.9635087719298245
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.5}",0.9635087719298245
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 1.0, 'lambda': 0.0, 'mu': -0.5}",0.9667836257309942
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.0}",0.9667836257309942
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.5}",0.9667836257309942
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 1.0, 'lambda': 1.0, 'mu': -0.5}",0.9670175438596491
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.0}",0.9670175438596491
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.5}",0.9670175438596491
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 1.0, 'lambda': 2.0, 'mu': -0.5}",0.967953216374269
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.0}",0.967953216374269
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.5}",0.967953216374269
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 1.5, 'lambda': -1.0, 'mu': -0.5}",0.9670175438596491
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.0}",0.9670175438596491
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.5}",0.9670175438596491
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 0.0, 'mu': -0.5}",0.9688888888888889
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.0}",0.9688888888888889
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.5}",0.9688888888888889
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 1.0, 'mu': -0.5}",0.968187134502924
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.0}",0.968187134502924
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.5}",0.968187134502924
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 2.0, 'mu': -0.5}",0.9709941520467836
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.0}",0.9709941520467836
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.5}",0.9709941520467836
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': -0.5}",0.9670175438596491
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.0}",0.9670175438596491
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.5}",0.9670175438596491
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': -0.5}",0.9621052631578948
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.0}",0.9621052631578948
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.5}",0.9621052631578948
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': -0.5}",0.968187134502924
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.0}",0.968187134502924
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.5}",0.968187134502924
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': -0.5}",0.9766081871345029
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.0}",0.9766081871345029
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.5}",0.9766081871345029
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': -0.5}",0.9656140350877194
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.0}",0.9656140350877194
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.5}",0.9656140350877194
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': -0.5}",0.9592982456140351
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.0}",0.9592982456140351
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.5}",0.9592982456140351
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': -0.5}",0.9738011695906433
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.0}",0.9738011695906433
Full GH Kernel,0.2,"{'alpha': 2.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.5}",0.9738011695906433
